# Recovered from transcript, pre-archive era (before sweep2, 2026-09-01).
# Bench-format lines recovered from pre-archive development notes on
# 2026-09-02; some lines truncated where the transcript cut them. The
# 21939-straight rows are real-galaxy Wongi<->Colonia. Notable A/B for the
# eager-vs-lean dispute (2026-08-28): eager up to 91j/35 stops and the
# 100-118j/19-31 stop family vs lean 55j/3 stops -- no 60+ stop row exists;
# 'stops in the 60s' likely collides with jumps-in-the-60s rows (60-66j).
# columns: timestamp  session  line
2026-08-26T16:36  260d96ed  4 jumps, 146.8 ly flown (142.8 ly straight), 0 boosted, 4 expansions, 0 ms
2026-08-26T16:46  260d96ed  4 jumps, 146.8 ly flown (142.8 ly straight), 0 boosted, 4 expansions, 0 ms
2026-08-26T16:47  260d96ed  4 jumps, 146.5 ly flown (142.8 ly straight), 0 boosted, 18 expansions, 1 ms
2026-08-26T16:47  260d96ed  4 jumps, 146.8 ly flown (142.8 ly straight), 0 boosted, 4 expansions, 0 ms
2026-08-26T16:47  260d96ed  4 jumps, but weighted A* stops at the first 4-jump goal rather than comparing boost counts. I'll fix this by baking the boost preference into the cost function itself, making boosted legs slightly cheaper so t
2026-08-26T16:48  260d96ed  4 jumps, 146.5 ly flown (142.8 ly straight), 0 boosted, 18 expansions, 1 ms
2026-08-26T21:15  260d96ed  4 jumps, neutron sub-index, phase-tagged progress. Then the tab-state/flavour-text frontend batch.
2026-08-26T21:53  260d96ed  4 jumps, weighted refinement, phase-tagged progress
2026-08-26T22:12  260d96ed  84 jumps, 77 boosted
2026-08-26T22:13  260d96ed  84 jumps, 77 boosted, from Muth — in 383 s (6.4 min), 140 k expansions.
2026-08-26T22:13  260d96ed  94 jumps, 85 neutron arrivals, **22 refuel stops** at scoopable stars, 23,220 ly.
2026-08-26T22:13  260d96ed  94 jumps, neutron arrivals 85, scoopable 22, refuel stops 22, total 23220 ly, longest 285 ly, max normal jump 67.4
2026-08-26T22:33  260d96ed  89 jumps, 78 neutron arrivals, 12 scoop stops, 23,575 ly**, ~50 ly normal hops and ~316 ly boosted (×6 ✓). Two big caveats on their side, one on ours:
2026-08-26T22:45  260d96ed  94 jumps, 22 scoop stops) and `spansh_colonia_caspian.json` (89 jumps, 12 stops, unengineered build).
2026-08-28T05:34  260d96ed  2 jumps, 149 ly flown (143 straight), 1 boosted, 1 refuel stops, 1562 expansions, 1342 ms (wall 1346 ms)
2026-08-28T05:36  260d96ed  2 jumps, 149 ly flown (143 straight), 1 boosted, 1 refuel stops, 324 expansions, 349 ms (wall 357 ms)
2026-08-28T05:36  260d96ed  2 jumps, 149 ly flown (143 straight), 1 boosted, 1 refuel stops, 324 expansions, 350 ms (wall 358 ms)
2026-08-28T05:41  260d96ed  77 jumps, 23043 ly flown (21939 straight), 51 boosted, 17 refuel stops, 6082 expansions, 26140 ms (wall 26149 ms)
2026-08-28T05:41  260d96ed  77 jumps, 23043 ly flown (21939 straight), 51 boosted, 17 refuel stops, 6082 expansions, 27903 ms (wall 27911 ms)
2026-08-28T05:43  260d96ed  83 jumps, 23044 ly flown (21939 straight), 51 boosted, 16 refuel stops, 7372 expansions, 16983 ms (wall 16991 ms)
2026-08-28T05:45  260d96ed  68 jumps, 23029 ly flown (21939 straight), 53 boosted, 8 refuel stops, 7389 expansions, 12888 ms (wall 12896 ms)
2026-08-28T05:45  260d96ed  68 jumps, 8 refuel stops, 12.9 s. Now the remaining time is mostly the coarse neutron search (~6 s) plus a few bridging legs; looking at those.
2026-08-28T05:46  260d96ed  72 jumps, 23066 ly flown (21939 straight), 53 boosted, 18 refuel stops, 3844 expansions, 7214 ms (wall 7221 ms)
2026-08-28T05:47  260d96ed  2 jumps, 149 ly flown (143 straight), 1 boosted, 1 refuel stops, 324 expansions, 155 ms (wall 158 ms)
2026-08-28T05:47  260d96ed  66 jumps, 23142 ly flown (21939 straight), 54 boosted, 11 refuel stops, 875 expansions, 1260 ms (wall 1268 ms)
2026-08-28T05:47  260d96ed  72 jumps, 23066 ly flown (21939 straight), 53 boosted, 18 refuel stops, 3844 expansions, 6194 ms (wall 6201 ms)
2026-08-28T05:47  260d96ed  72 jumps, 23066 ly flown (21939 straight), 53 boosted, 18 refuel stops, 3844 expansions, 6727 ms (wall 6733 ms)
2026-08-28T05:47  260d96ed  75 jumps, 23107 ly flown (21939 straight), 53 boosted, 18 refuel stops, 342 expansions, 651 ms (wall 657 ms)
2026-08-28T05:48  260d96ed  10 jumps, 2078 ly flown (1682 straight), 5 boosted, 4 refuel stops, 23 expansions, 21 ms (wall 21 ms)
2026-08-28T05:48  260d96ed  3 jumps, 174 ly flown (174 straight), 0 boosted, 2 refuel stops, 241 expansions, 85 ms (wall 86 ms)
2026-08-28T05:48  260d96ed  66 jumps, 23142 ly flown (21939 straight), 54 boosted, 11 refuel stops, 875 expansions, 1083 ms (wall 1092 ms)
2026-08-28T05:50  260d96ed  69 jumps, 23117 ly flown (21939 straight), 53 boosted, 13 refuel stops, 6736 expansions, 3478 ms (wall 3487 ms)
2026-08-28T05:50  260d96ed  89 jumps, 27946 ly flown (25802 straight), 65 boosted, 19 refuel stops, 1779 expansions, 520 ms (wall 522 ms)
2026-08-28T05:51  260d96ed  69 jumps, 23117 ly flown (21939 straight), 53 boosted, 13 refuel stops, 6736 expansions, 3212 ms (wall 3219 ms)
2026-08-28T05:52  260d96ed  64 jumps, 23106 ly flown (21939 straight), 53 boosted, 7 refuel stops, 3979 expansions, 1443 ms (wall 1449 ms)
2026-08-28T05:52  260d96ed  89 jumps, 27941 ly flown (25802 straight), 64 boosted, 19 refuel stops, 1818 expansions, 317 ms (wall 320 ms)
2026-08-28T05:53  260d96ed  72 jumps, 23089 ly flown (21939 straight), 53 boosted, 17 refuel stops, 1585 expansions, 1147 ms (wall 1154 ms)
2026-08-28T05:53  260d96ed  81 jumps, 28100 ly flown (25802 straight), 68 boosted, 10 refuel stops, 2048 expansions, 816 ms (wall 818 ms)
2026-08-28T06:05  260d96ed  10 jumps, 2078 ly flown (1682 straight), 5 boosted, 4 refuel stops, 22 expansions, 23 ms (wall 23 ms)
2026-08-28T06:05  260d96ed  2 jumps, 149 ly flown (143 straight), 1 boosted, 1 refuel stops, 324 expansions, 147 ms (wall 150 ms)
2026-08-28T06:05  260d96ed  269 jumps, 70924 ly flown (65182 straight), 154 boosted, 109 refuel stops, 51024 expansions, 5992 ms (wall 5999 ms)
2026-08-28T06:05  260d96ed  72 jumps, 23089 ly flown (21939 straight), 53 boosted, 17 refuel stops, 1585 expansions, 1111 ms (wall 1117 ms)
2026-08-28T06:05  260d96ed  81 jumps, 28100 ly flown (25802 straight), 68 boosted, 10 refuel stops, 2048 expansions, 780 ms (wall 783 ms)
2026-08-28T06:14  260d96ed  94 jumps, 22 scoop stops) and `spansh_colonia_caspian.json` (89 jumps, 12 stops, unengineered build).
2026-08-28T13:04  260d96ed  69 jumps, 22955 ly flown (21939 straight), 53 boosted, 14 refuel stops, 2974 expansions, 4675 ms (wall 4684 ms)
2026-08-28T13:04  260d96ed  72 jumps, 23089 ly flown (21939 straight), 53 boosted, 17 refuel stops, 1585 expansions, 1403 ms (wall 1418 ms)
2026-08-28T13:04  260d96ed  75 jumps, 23087 ly flown (21939 straight), 54 boosted, 12 refuel stops, 23200 expansions, 65269 ms (wall 65295 ms)
2026-08-28T13:04  260d96ed  88 jumps, 23193 ly flown (21939 straight), 54 boosted, 12 refuel stops, 26740 expansions, 36287 ms (wall 36303 ms)
2026-08-28T13:05  260d96ed  253 jumps, 72439 ly flown (65182 straight), 166 boosted, 81 refuel stops, 90989 expansions, 13761 ms (wall 13761 ms)
2026-08-28T13:05  260d96ed  62 jumps, 23134 ly flown (21939 straight), 54 boosted, 6 refuel stops, 1939 expansions, 13013 ms (wall 13013 ms)
2026-08-28T13:05  260d96ed  72 jumps, 23089 ly flown (21939 straight), 53 boosted, 17 refuel stops, 1585 expansions, 1403 ms (wall 1415 ms)
2026-08-28T13:22  260d96ed  70 jumps, 23002 ly flown (21939 straight), 52 boosted, 17 refuel stops, 2279 expansions, 3400 ms (wall 3413 ms)
2026-08-28T13:22  260d96ed  72 jumps, 23089 ly flown (21939 straight), 53 boosted, 17 refuel stops, 1585 expansions, 1385 ms (wall 1401 ms)
2026-08-28T13:22  260d96ed  78 jumps, 23148 ly flown (21939 straight), 53 boosted, 23 refuel stops, 1951 expansions, 2445 ms (wall 2468 ms)
2026-08-28T13:33  260d96ed  61 jumps, 5 scoop stops, under 8 seconds, from 121.6 t at a scoopable star (so the first hop is 
2026-08-28T15:28  260d96ed  62 jumps, two scoop stops, the model within a tonne the whole way — and the one hiccup was the planner shaving its margins too fine, which is the first thing I'll fix.
2026-08-28T15:34  260d96ed  66 jumps, 23132 ly flown (21939 straight), 54 boosted, 11 refuel stops, 4472 expansions, 5215 ms (wall 5215 ms)
2026-08-28T15:34  260d96ed  70 jumps, 23291 ly flown (21939 straight), 54 boosted, 15 refuel stops, 792 expansions, 1223 ms (wall 1230 ms)
2026-08-28T15:34  260d96ed  72 jumps, 23376 ly flown (21939 straight), 55 boosted, 13 refuel stops, 2617 expansions, 5483 ms (wall 5498 ms)
2026-08-28T15:34  260d96ed  85 jumps, 23164 ly flown (21939 straight), 53 boosted, 28 refuel stops, 1743 expansions, 2127 ms (wall 2141 ms)
2026-08-28T15:34  260d96ed  91 jumps, 23151 ly flown (21939 straight), 53 boosted, 35 refuel stops, 1510 expansions, 1485 ms (wall 1498 ms)
2026-08-28T15:34  260d96ed  98 jumps, 27469 ly flown (25802 straight), 63 boosted, 31 refuel stops, 1444 expansions, 1429 ms (wall 1433 ms)
2026-08-28T15:35  260d96ed  106 jumps, 27798 ly flown (25802 straight), 65 boosted, 37 refuel stops, 1042 expansions,
2026-08-28T15:35  260d96ed  81 jumps, 28100 ly flown (25802 straight), 68 boosted, 10 refuel stops, 2048 expansions, 1
2026-08-28T15:35  260d96ed  83 jumps, 27200 ly flown (25802 straight), 62 boosted, 13 refuel stops, 1432 expansions, 7
2026-08-28T15:35  260d96ed  87 jumps, 27290 ly flown (25802 straight), 62 boosted, 18 refuel stops, 1689 expansions, 7
2026-08-28T15:35  260d96ed  98 jumps, 27469 ly flown (25802 straight), 63 boosted, 31 refuel stops, 1444 expansions, 6
2026-08-28T15:36  260d96ed  262 jumps, 69448 ly flown (65182 straight), 152 boosted, 98 refuel stops, 48811 expansions, 7439 ms (wall 7439
2026-08-28T15:36  260d96ed  262 jumps, 69448 ly flown (65182 straight), 152 boosted, 98 refuel stops, 48811 expansions, 8043 ms (wall 8043
2026-08-28T15:36  260d96ed  60 jumps, 23198 ly flown (21939 straight), 54 boosted, 5 refuel stops, 4037 expansions, 3728 ms (wall 3728 ms)
2026-08-28T15:36  260d96ed  66 jumps, 23132 ly flown (21939 straight), 54 boosted, 11 refuel stops, 2191 expansions, 2518 ms (wall 2518 ms
2026-08-28T15:36  260d96ed  66 jumps, 23132 ly flown (21939 straight), 54 boosted, 11 refuel stops, 4472 expansions, 4938 ms (wall 4938 ms
2026-08-28T15:36  260d96ed  82 jumps, 27893 ly flown (25802 straight), 65 boosted, 10 refuel stops, 1529 expansions, 2635 ms (wall 2635 ms
2026-08-28T15:36  260d96ed  90 jumps, 27416 ly flown (25802 straight), 64 boosted, 21 refuel stops, 3026 expansions, 1842 ms (wall 1842 ms
2026-08-28T15:36  260d96ed  90 jumps, 27433 ly flown (25802 straight), 63 boosted, 24 refuel stops, 1756 expansions, 1906 ms (wall 1906 ms
2026-08-28T15:36  260d96ed  90 jumps, 27434 ly flown (25802 straight), 63 boosted, 24 refuel stops, 1953 expansions, 1344 ms (wall 1344 ms
2026-08-28T15:37  260d96ed  253 jumps, 69327 ly flown (65182 straight), 153 boosted, 86 refuel stops, 57118 expansions, 8896 ms (wall 8896
2026-08-28T15:37  260d96ed  60 jumps, 23198 ly flown (21939 straight), 54 boosted, 5 refuel stops, 4037 expansions, 3368 ms (wall 3368 ms)
2026-08-28T15:37  260d96ed  87 jumps, 27346 ly flown (25802 straight), 63 boosted, 13 refuel stops, 1754 expansions, 1890 ms (wall 1890 ms
2026-08-28T15:40  260d96ed  253 jumps, 69327 ly flown (65182 straight), 153 boosted, 86 refuel stops, 5
2026-08-28T15:40  260d96ed  267 jumps, 69129 ly flown (65182 straight), 149 boosted, 104 refuel stops, 
2026-08-28T15:40  260d96ed  60 jumps, 23198 ly flown (21939 straight), 54 boosted, 5 refuel stops, 4037
2026-08-28T15:40  260d96ed  61 jumps, 23057 ly flown (21939 straight), 54 boosted, 5 refuel stops, 1241
2026-08-28T15:40  260d96ed  85 jumps, 27540 ly flown (25802 straight), 63 boosted, 7 refuel stops, 3677
2026-08-28T15:40  260d96ed  87 jumps, 27346 ly flown (25802 straight), 63 boosted, 13 refuel stops, 175
2026-08-28T15:47  260d96ed  71 jumps, more than it took to get from wongi to colonia. And the star density out here is higher so it should take less jumps
2026-08-28T15:54  260d96ed  71 jumps, more than it took to get from wongi to colonia. And the star density out here is higher so it should take less jumps
2026-08-28T15:55  260d96ed  56 jumps, 22801 ly flown (21939 straight), 53 boosted, 3 refuel stops, 5736 expansions, 12082 ms (wa
2026-08-28T15:55  260d96ed  71 jumps, 22666 ly flown (21939 straight), 53 boosted, 13 refuel stops, 2898 expansions, 8036 ms (wa
2026-08-28T15:55  260d96ed  72 jumps, 22784 ly flown (21939 straight), 53 boosted, 12 refuel stops, 3723 expansions, 6083 ms (wa
2026-08-28T15:56  260d96ed  56 jumps, 22801 ly flown (21939 straight), 53 boosted, 3 refuel stops, 5736 expansions, 12305 ms (wall 12305 ms)
2026-08-28T15:57  260d96ed  234 jumps, 70062 ly flown (65182 straight), 154 boosted, 75 refuel stops, 59197 expansions, 946
2026-08-28T15:57  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 7986 ms
2026-08-28T15:57  260d96ed  60 jumps, 23137 ly flown (21939 straight), 54 boosted, 5 refuel stops, 2926 expansions, 2699 ms
2026-08-28T15:57  260d96ed  71 jumps, 27194 ly flown (25802 straight), 62 boosted, 8 refuel stops, 1753 expansions, 2308 ms
2026-08-28T16:16  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expa
2026-08-28T16:18  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 39037 expansions, 31656 ms (wall 31656 ms)
2026-08-28T16:18  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8920 ms (wall 8920 ms)
2026-08-28T16:20  260d96ed  106 jumps, 23037 ly flown (21939 straight), 76 boosted, 23 refuel stops, 22069 expansions, 40651 ms (wall 40651 ms)
2026-08-28T16:20  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 39037 expansions, 41493 ms (wall 41493 ms)
2026-08-28T16:20  260d96ed  118 jumps, 23032 ly flown (21939 straight), 74 boosted, 31 refuel stops, 104904 expansions, 45692 ms (wall 45692 ms)
2026-08-28T16:22  260d96ed  112 jumps, 23050 ly flown (21939 straight), 76 boosted, 23 refuel stops, 14803 expansions, 39490 ms (wall 39490 ms)
2026-08-28T16:22  260d96ed  115 jumps, 22982 ly flown (21939 straight), 76 boosted, 25 refuel stops, 30140 expansions, 36170 ms (wall 36170 ms)
2026-08-28T16:22  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8226 ms (wall 8226 ms)
2026-08-28T16:25  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 39037 expansions, 35462 ms (wall 35462 ms)
2026-08-28T16:25  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 9059 ms (wall 9059 ms)
2026-08-28T16:26  260d96ed  106 jumps, 23037 ly flown (21939 strai
2026-08-28T16:26  260d96ed  108 jumps, 23008 ly flown (21939 strai
2026-08-28T16:28  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 39037 expansions, 30272 ms (wall 30272 ms)
2026-08-28T16:28  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 7693 ms (wall 7693 ms)
2026-08-28T16:29  260d96ed  108 jumps, 22765 ly flown (21939 straight), 75 boosted, 25 refuel stops, 39588 expansions, 29823 ms (wall 29823 ms)
2026-08-28T16:29  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7187 expansions, 6694 ms (wall 6694 ms)
2026-08-28T16:31  260d96ed  106 jumps, 23037 ly flown (21939 straight), 76 boosted, 23 refuel stops, 22069 expansions, 46089 ms (wall 4608
2026-08-28T16:31  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8456 ms (wall 8456 ms)
2026-08-28T17:02  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 39037 expansions, 32073 ms
2026-08-28T17:02  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 7700 ms (wal
2026-08-28T17:41  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expa
2026-08-28T17:55  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 30731 expansions, 31516 ms (wall 3151
2026-08-28T17:55  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8368 ms (wall 8368 ms)
2026-08-28T18:00  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 30731 expansions, 29983 ms (wall 29983 ms)
2026-08-28T18:01  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 21035 expansions, 31976 ms (wall 31976 ms)
2026-08-28T18:03  260d96ed  112 jumps, 23251 ly flown (21939 straight), 77 boosted, 23 refuel stops, 8602 expansions, 30774 ms (wall 30774 ms)
2026-08-28T18:03  260d96ed  249 jumps, 69232 ly flown (65182 straight), 149 boosted, 93 refuel stops, 30192 expansions, 7334 ms (wall 7334 ms)
2026-08-28T18:03  260d96ed  58 jumps, 22647 ly flown (21939 straight), 53 boosted, 5 refuel stops, 631 expansions, 17406 ms (wall 17406 ms)
2026-08-28T18:03  260d96ed  60 jumps, 23266 ly flown (21939 straight), 54 boosted, 6 refuel stops, 318 expansions, 1828 ms (wall 1828 ms)
2026-08-28T18:03  260d96ed  71 jumps, 27194 ly flown (25802 straight), 62 boosted, 8 refuel stops, 514 expansions, 1309 ms (wall 1309 ms)
2026-08-28T18:05  260d96ed  112 jumps, 23251 ly flown (21939 straight), 77 boosted, 23 refuel stops, 8602 expansions, 24038 ms (wall 24038 ms)
2026-08-28T18:08  260d96ed  112 jumps, 23251 ly flown (21939 straight), 77 boosted, 23 refuel stops, 8602 expansions, 17616 ms (wall 17616 ms)
2026-08-28T18:08  260d96ed  249 jumps, 69232 ly flown (65182 straight), 149 boosted, 93 refuel stops, 30192 expansions, 4696 ms (wall 4696 ms)
2026-08-28T18:08  260d96ed  58 jumps, 22647 ly flown (21939 straight), 53 boosted, 5 refuel stops, 631 expansions, 3323 ms (wall 3323 ms)
2026-08-28T18:08  260d96ed  60 jumps, 23266 ly flown (21939 straight), 54 boosted, 6 refuel stops, 318 expansions, 1003 ms (wall 1003 ms)
2026-08-28T18:08  260d96ed  71 jumps, 27194 ly flown (25802 straight), 62 boosted, 8 refuel stops, 514 expansions, 1502 ms (wall 1502 ms)
2026-08-28T18:10  260d96ed  10 jumps, so another change is responsible. I'll make the goal-settle window overridable and test both fixes.
2026-08-28T18:10  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 21035 expansions, 29094 ms (wall 29094 ms)
2026-08-28T18:10  260d96ed  110 jumps, 22968 ly flown (21939 straight), 77 boosted, 22 refuel stops, 6085 expansions, 10431 ms (wall 10431 ms)
2026-08-28T18:10  260d96ed  113 jumps, 23086 ly flown (21939 straight), 77 boosted, 28 refuel stops, 9430 expansions, 15360 ms (wall 15360 ms)
2026-08-28T18:10  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 4827 ms (wall 4827 ms)
2026-08-28T18:10  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 5234 ms (wall 5234 ms)
2026-08-28T18:10  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 7548 ms (wall 7548 ms)
2026-08-28T18:10  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 7606 ms (wall 7606 ms)
2026-08-28T18:10  260d96ed  56 jumps, 22942 ly flown (21939 straight), 52 boosted, 3 refuel stops, 5399 expansions, 4003 ms (wall 4003 ms)
2026-08-28T18:10  260d96ed  58 jumps, 22735 ly flown (21939 straight), 53 boosted, 5 refuel stops, 2571 expansions, 2167 ms (wall 2167 ms)
2026-08-28T18:11  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 21035 expansions, 27864 ms (wall 27864 ms)
2026-08-28T18:11  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 5408 ms (wall 5408 ms)
2026-08-28T18:11  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 5892 ms (wall 5892 ms)
2026-08-28T18:11  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8205 ms (wall 8205 ms)
2026-08-28T18:13  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 21035 expansions, 32482 ms (wall 32482 ms)
2026-08-28T18:13  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 5560 ms (wall 5560 ms)
2026-08-28T18:13  260d96ed  55 jumps, 22893 ly flown (21939 straight), 52 boosted, 3 refuel stops, 7362 expansions, 8095 ms (wall 8095 ms)
2026-08-28T18:13  260d96ed  60 jumps, 23137 ly flown (21939 straight), 54 boosted, 5 refuel stops, 2926 expansions, 2161 ms (wall 2161 ms)
2026-08-28T18:13  260d96ed  71 jumps, 27194 ly flown (25802 straight), 62 boosted, 8 refuel stops, 1753 expansions, 1602 ms (wall 1602 ms)
2026-08-28T18:14  260d96ed  107 jumps, 22969 ly flown (21939 straight), 76 boosted, 22 refuel stops, 30731 expansions, 28313 ms (wall 28313 ms)
2026-08-28T18:14  260d96ed  244 jumps, 69617 ly flown (65182 straight), 151 boosted, 91 refuel stops, 30165 expansions, 5555 ms (wall 5555 ms)
2026-08-28T18:15  260d96ed  106 jumps, 23457 ly flown (21939 straight), 80 boosted, 19 refuel stops, 5181 expansions, 15816 ms (wall 15816 ms)
2026-08-28T18:15  260d96ed  244 jumps, 69300 ly flown (65182 straight), 150 boosted, 93 refuel stops, 30126 expansions, 4017 ms (wall 4017 ms)
2026-08-28T18:15  260d96ed  57 jumps, 22965 ly flown (21939 straight), 54 boosted, 3 refuel stops, 3035 expansions, 18717 ms (wall 18717 ms)
2026-08-28T18:15  260d96ed  60 jumps, 23263 ly flown (21939 straight), 54 boosted, 6 refuel stops, 556 expansions, 6032 ms (wall 6032 ms)
2026-08-28T18:15  260d96ed  71 jumps, 27458 ly flown (25802 straight), 63 boosted, 7 refuel stops, 1297 expansions, 845 ms (wall 845 ms)
2026-08-28T18:16  260d96ed  57 jumps, 22965 ly flown (21939 straight), 54 boosted, 3 refuel stops, 3035 expansions, 1913 ms (wall 1913 ms)
2026-08-28T18:17  260d96ed  106 jumps, 23457 ly flown (21939 straight), 80 boosted, 19 refuel stops, 5181 expansions, 15109 ms (wall 15109 ms)
2026-08-28T18:17  260d96ed  106 jumps, 23457 ly flown (21939 straight), 80 boosted, 19 refuel stops, 5181 expansions, 18076 ms (wall 18076 ms)
2026-08-28T18:17  260d96ed  106 jumps, 23457 ly flown (21939 straight), 80 boosted, 19 refuel stops, 5181 expansions, 22768 ms (wall 22768 ms)
2026-08-28T18:17  260d96ed  57 jumps, 22965 ly flown (21939 straight), 54 boosted, 3 refuel stops, 3035 expansions, 1787 ms (wall 1787 ms)
2026-08-28T18:17  260d96ed  60 jumps, 23263 ly flown (21939 straight), 54 boosted, 6 refuel stops, 556 expansions, 5171 ms (wall 5171 ms)
2026-08-28T18:19  260d96ed  106 jumps, 23457 ly flown (21939 straight), 80 boosted, 19 refuel stops, 5096 expansions, 1697 ms (wall 1697 ms)
2026-08-28T18:19  260d96ed  244 jumps, 69300 ly flown (65182 straight), 150 boosted, 93 refuel stops, 30126 expansions, 3843 ms (wall 3843 ms)
2026-08-28T18:19  260d96ed  3 jumps, 158 ly flown (157 straight), 0 boosted, 3 refuel stops, 413 expansions, 69 ms (wall 69 ms)
2026-08-28T18:19  260d96ed  57 jumps, 22965 ly flown (21939 straight), 54 boosted, 3 refuel stops, 3035 expansions, 1732 ms (wall 1732 ms)
2026-08-28T18:19  260d96ed  60 jumps, 23263 ly flown (21939 straight), 54 boosted, 6 refuel stops, 556 expansions, 1614 ms (wall 1614 ms)
2026-08-28T18:19  260d96ed  7 jumps, 479 ly flown (468 straight), 0 boosted, 7 refuel stops, 7 expansions, 6 ms (wall 6 ms)
